stu_id,course_id,score
10020,1004,46
10020,1005,35
10020,1006,30
10020,1009,37
10020,1010,-95
10020,1013,28
10020,1014,1
10021,1000,79
10021,1002,-51
10021,1004,21
10021,1006,-31
10021,1008,36
10021,1009,91
10021,1013,-18
10022,1000,63
10022,1001,91
10022,1002,-16
10022,1004,-4
10022,1005,77
10022,1006,66
10022,1008,-32
10022,1010,-100
10022,1011,52
10022,1012,75
10022,1013,64
10023,1001,63
10023,1003,-4
10023,1005,68
10023,1006,59
10023,1007,70
10023,1008,-93
10023,1009,-23
10023,1010,84
10023,1011,97
10023,1013,-23
10023,1014,19
10024,1001,-100
10024,1002,-70
10024,1004,-36
10024,1005,45
10024,1006,34
10024,1007,-40
10024,1008,-69
10024,1009,-26
10024,1012,-73
10025,1001,84
10025,1002,27
10025,1004,12
10025,1005,69
10025,1007,69
10025,1008,93
10025,1010,-24
10025,1012,82
10025,1013,51
10026,1000,-100
10026,1002,99
10026,1004,30
10026,1005,29
10026,1006,-62
10026,1007,12
10026,1008,-93
10026,1009,-40
10026,1011,73
10026,1012,-3
10026,1013,-66
10026,1014,40
10027,1002,-16
10027,1003,58
10027,1004,-26
10027,1005,74
10027,1006,-70
10027,1007,26
10027,1008,55
10027,1010,40
10027,1013,39
10027,1014,10
10028,1002,27
10028,1005,-52
10028,1007,-2
10028,1008,62
10028,1009,-4
10028,1010,74
10028,1011,52
10028,1013,-87
10029,1000,69
10029,1002,43
10029,1003,-95
10029,1004,26
10029,1005,-37
10029,1006,-69
10029,1007,-28
10029,1008,-73
10029,1009,11
10029,1010,42
10029,1011,84
10029,1012,-75
10029,1013,23
10029,1014,95
10030,1000,-11
10030,1003,96
10030,1007,-13
10030,1009,-77
10030,1011,-43
10030,1012,35
10030,1013,-41
10030,1014,-86
10031,1000,-57
10031,1002,24
10031,1003,-77
10031,1004,-46
10031,1006,-93
10031,1007,-75
10031,1008,1
10031,1011,-100
10031,1012,-88
10031,1014,-81
10032,1000,-7
10032,1002,-90
10032,1005,71
10032,1007,1
10032,1009,88
10032,1011,10
10032,1012,86
10032,1013,-71
10033,1006,-34
10033,1007,92
10033,1008,-20
10033,1009,96
10033,1010,-76
10033,1011,-20
10033,1012,-83
10033,1013,14
10034,1003,-87
10034,1004,-20
10034,1005,55
10034,1006,34
10034,1007,46
10034,1008,-13
10034,1013,1
10035,1000,42
10035,1004,-5
10035,1006,95
10035,1007,73
10035,1008,-81
10035,1009,-11
10035,1010,80
10035,1012,43
10035,1014,-40
10036,1001,12
10036,1003,-4
10036,1004,-96
10036,1006,-42
10036,1007,85
10036,1014,71
10037,1002,-28
10037,1004,-70
10037,1005,100
10037,1006,48
10037,1007,-12
10037,1008,27
10037,1010,-65
10037,1012,12
10037,1013,-86
10038,1000,-43
10038,1002,100
10038,1004,86
10038,1005,-28
10038,1006,-45
10038,1007,-42
10038,1008,100
10038,1009,54
10038,1014,44
10039,1001,37
10039,1004,72
10039,1005,-29
10039,1007,2
10039,1009,-85
10039,1010,51
10039,1011,-92
10039,1013,-38
10040,1000,24
10040,1001,79
10040,1003,-38
10040,1004,-64
10040,1008,58
10040,1010,-29
10040,1012,-95
10040,1014,-98
10041,1000,10
10041,1002,21
10041,1003,9
10041,1004,19
10041,1006,100
10041,1010,60
10041,1011,-87
10041,1013,-44
10041,1014,-23
10042,1000,-88
10042,1002,75
10042,1004,-14
10042,1007,84
10042,1008,91
10042,1009,77
10042,1010,-54
10042,1011,-12
10042,1013,74
10043,1000,-61
10043,1001,-20
10043,1002,-49
10043,1003,-32
10043,1006,-36
10043,1007,31
10043,1008,18
10043,1009,-39
10043,1010,-27
10043,1011,-21
10043,1012,8
10044,1004,17
10044,1008,-80
10044,1010,61
10044,1012,76
10044,1014,-42
10045,1005,80
10045,1009,59
10045,1011,81
10045,1012,-26
10045,1014,80
10046,1001,-32
10046,1002,21
10046,1003,-51
10046,1004,52
10046,1005,-31
10046,1006,84
10046,1008,-87
10046,1011,-70
10046,1012,-45
10047,1002,76
10047,1003,-70
10047,1004,-74
10047,1006,22
10047,1007,-59
10047,1008,20
10047,1009,-61
10047,1010,-30
10047,1011,88
10047,1012,41
10047,1013,23
10048,1002,46
10048,1004,-46
10048,1005,-71
10048,1006,-4
10048,1007,40
10048,1008,59
10048,1009,9
10048,1012,-73
10048,1014,-7
10049,1000,-29
10049,1001,-20
10049,1002,24
10049,1005,-70
10049,1011,-43
10049,1013,-40
10049,1014,-27
10050,1000,47
10050,1001,-82
10050,1002,-77
10050,1003,44
10050,1005,85
10050,1006,79
10050,1007,-15
10050,1008,-59
10050,1010,23
10050,1011,-42
10050,1012,94
10050,1013,-27
10051,1000,77
10051,1003,86
10051,1004,43
10051,1011,-24
10051,1012,-73
10051,1013,-49
10052,1001,-48
10052,1003,92
10052,1005,-10
10052,1006,87
10052,1007,83
10052,1008,-48
10052,1009,-65
10052,1010,64
10052,1011,-13
10052,1012,26
10052,1013,52
10053,1000,63
10053,1002,0
10053,1003,2
10053,1009,-75
10053,1010,35
10053,1011,6
10053,1013,89
10054,1001,12
10054,1003,-26
10054,1004,-46
10054,1005,-84
10054,1006,9
10054,1008,-14
10054,1009,-48
10054,1010,-6
10054,1012,-50
10054,1014,-5
10055,1000,-71
10055,1003,-55
10055,1004,-21
10055,1006,-89
10055,1007,-87
10055,1008,80
10055,1009,3
10055,1010,-52
10055,1011,-20
10055,1012,56
10055,1014,82
10056,1000,24
10056,1001,58
10056,1002,4
10056,1003,-11
10056,1005,81
10056,1006,71
10056,1008,-55
10056,1009,-83
10056,1010,77
10056,1011,-19
10056,1012,3
10056,1014,85
10057,1000,-39
10057,1001,-82
10057,1002,38
10057,1003,-11
10057,1010,-40
10057,1012,99
10057,1013,-12
10058,1006,68
10058,1008,-41
10058,1010,16
10058,1013,43
10058,1014,99
10059,1000,-10
10059,1001,85
10059,1009,85
10059,1010,-12
10059,1011,23
10059,1012,7
10059,1013,82
10059,1014,-12
10060,1002,29
10060,1006,-18
10060,1007,67
10060,1008,-99
10060,1010,-45
10060,1014,-71
10061,1005,-67
10061,1006,41
10061,1007,52
10061,1009,-98
10061,1010,53
10061,1011,-85
10062,1000,-52
10062,1001,98
10062,1004,-3
10062,1005,-47
10062,1008,-22
10062,1009,-82
10062,1011,27
10062,1013,-100
10062,1014,24
10063,1000,-45
10063,1001,-77
10063,1002,-3
10063,1005,52
10063,1006,-8
10063,1007,-82
10063,1012,-20
10063,1013,-94
10064,1001,-4
10064,1003,-71
10064,1005,-63
10064,1008,-68
10064,1009,34
10064,1013,-66
10065,1000,89
10065,1001,48
10065,1003,60
10065,1006,-63
10065,1007,-63
10065,1009,-62
10065,1010,33
10065,1011,73
10065,1013,-95
10065,1014,-89
10066,1003,-76
10066,1005,-19
10066,1007,62
10066,1009,-9
10066,1011,42
10066,1013,-48
10066,1014,95
10067,1000,97
10067,1001,11
10067,1002,-42
10067,1004,-79
10067,1005,0
10067,1007,68
10067,1009,87
10067,1010,-81
10067,1012,-98
10067,1014,26
10068,1000,53
10068,1001,-73
10068,1003,47
10068,1005,-95
10068,1006,-11
10068,1009,-80
10068,1012,-72
10068,1013,-26
10068,1014,34
10069,1000,43
10069,1001,-83
10069,1002,-100
10069,1003,-29
10069,1004,34
10069,1005,-52
10069,1007,84
10069,1008,-2
10069,1010,-38
10069,1011,11
10069,1012,-17
10069,1013,21
10069,1014,13
10070,1000,66
10070,1001,-42
10070,1004,-91
10070,1005,37
10070,1006,89
10070,1007,28
10070,1010,-33
10070,1011,93
10070,1012,-59
10071,1000,-6
10071,1002,-1
10071,1003,15
10071,1004,-72
10071,1005,-12
10071,1006,-40
10071,1007,-100
10071,1009,-54
10071,1012,-39
10071,1013,8
10072,1000,-98
10072,1001,-28
10072,1002,46
10072,1003,45
10072,1004,5
10072,1005,0
10072,1007,10
10072,1008,-81
10072,1010,-41
10072,1011,-16
10072,1013,87
10073,1000,20
10073,1001,69
10073,1003,-63
10073,1004,54
10073,1005,12
10073,1009,44
10073,1010,18
10073,1011,-42
10073,1013,9
10073,1014,84
10074,1001,98
10074,1002,21
10074,1003,-9
10074,1004,-3
10074,1008,-70
10074,1009,78
10074,1011,68
10074,1012,3
10074,1014,35
10075,1000,66
10075,1001,-5
10075,1002,50
10075,1003,-46
10075,1004,44
10075,1008,-25
10075,1009,94
10075,1013,70
10076,1000,8
10076,1001,64
10076,1002,93
10076,1003,40
10076,1004,-20
10076,1005,38
10076,1006,-8
10076,1009,41
10076,1010,41
10076,1011,-44
10076,1013,19
10076,1014,-11
10077,1000,-100
10077,1001,24
10077,1002,100
10077,1005,1
10077,1008,96
10077,1009,32
10077,1010,-27
10077,1014,-52
10078,1004,-78
10078,1006,-43
10078,1007,44
10078,1009,-76
10078,1011,-100
10079,1001,30
10079,1003,45
10079,1004,77
10079,1005,75
10079,1006,63
10079,1007,36
10079,1009,41
10079,1010,7
10079,1011,-58
10079,1012,76
10080,1000,35
10080,1001,-86
10080,1002,46
10080,1003,-76
10080,1004,20
10080,1008,-39
10080,1010,82
10080,1011,6
10080,1012,70
10080,1013,-98
10081,1001,96
10081,1002,23
10081,1004,-20
10081,1005,16
10081,1007,-98
10081,1008,78
10081,1009,5
10081,1011,9
10081,1012,-93
10081,1013,-3
10081,1014,-61
10082,1000,-82
10082,1001,-83
10082,1002,90
10082,1004,-26
10082,1005,26
10082,1006,-29
10082,1008,-27
10082,1009,-83
10082,1010,-46
10082,1011,68
10082,1012,-54
10083,1000,13
10083,1003,-47
10083,1006,82
10083,1007,-45
10083,1009,78
10083,1013,37
10083,1014,-27
10084,1000,-36
10084,1001,-42
10084,1002,-39
10084,1005,-40
10084,1006,-80
10084,1008,-37
10084,1009,25
10084,1011,26
10084,1012,-89
10084,1013,27
10084,1014,-72
10085,1000,13
10085,1001,77
10085,1003,90
10085,1004,-43
10085,1006,-100
10085,1008,-96
10085,1009,88
10085,1010,59
10085,1012,81
10085,1013,-52
10085,1014,-8
10086,1000,-100
10086,1003,22
10086,1007,43
10086,1008,-33
10086,1009,-89
10086,1011,37
10086,1012,-59
10086,1013,33
10086,1014,42
10087,1000,90
10087,1010,-72
10087,1012,-17
10087,1013,-81
10087,1014,50
10088,1000,-21
10088,1001,-27
10088,1004,9
10088,1005,6
10088,1006,-49
10088,1007,91
10088,1011,8
10088,1012,-30
10089,1000,-52
10089,1003,54
10089,1006,-57
10089,1007,77
10089,1010,-45
10089,1012,33
10089,1013,26
10090,1001,-52
10090,1002,-35
10090,1004,-76
10090,1005,21
10090,1006,-64
10090,1007,-92
10090,1008,90
10090,1009,56
10090,1011,-45
10091,1000,74
10091,1001,-16
10091,1003,-7
10091,1004,-64
10091,1005,-11
10091,1007,-40
10091,1008,21
10091,1009,1
10091,1010,-11
10091,1011,-38
10091,1012,-31
10091,1013,13
10091,1014,-38
10092,1000,85
10092,1001,63
10092,1002,-77
10092,1003,41
10092,1004,-11
10092,1005,-35
10092,1006,-32
10092,1009,-38
10092,1012,-7
10092,1013,47
10092,1014,-85
10093,1000,4
10093,1003,-34
10093,1004,-26
10093,1005,-1
10093,1006,4
10093,1007,-38
10093,1010,40
10093,1013,-68
10093,1014,-48
10094,1001,-17
10094,1002,22
10094,1004,86
10094,1007,75
10094,1008,-28
10094,1009,-24
10094,1011,18
10094,1012,-55
10094,1013,-72
10095,1000,47
10095,1001,-42
10095,1002,52
10095,1004,31
10095,1005,33
10095,1006,-24
10095,1007,-97
10095,1008,25
10095,1010,40
10095,1011,48
10095,1012,-93
10095,1013,77
10095,1014,-40
10096,1001,74
10096,1003,57
10096,1004,-61
10096,1005,72
10096,1007,29
10096,1008,-82
10096,1009,95
10096,1012,52
10097,1000,-97
10097,1002,62
10097,1003,58
10097,1005,83
10097,1006,46
10097,1008,-91
10097,1010,-3
10097,1011,84
10097,1013,-76
10097,1014,-38
10098,1001,-74
10098,1002,-54
10098,1004,20
10098,1006,8
10098,1007,13
10098,1008,91
10098,1009,-40
10098,1010,6
10098,1013,73
10098,1014,-34
10099,1000,-77
10099,1001,54
10099,1005,-93
10099,1008,73
10099,1009,-61
10099,1010,-83
10099,1011,-4
10099,1012,97
10099,1013,-68
10099,1014,90
10100,1000,-69
10100,1001,-51
10100,1002,-16
10100,1003,22
10100,1004,-60
10100,1005,3
10100,1008,75
10100,1009,-64
10100,1011,61
10100,1013,33
10101,1000,-95
10101,1002,-30
10101,1003,38
10101,1005,-86
10101,1006,-98
10101,1007,0
10101,1008,34
10101,1012,72
10101,1013,49
10102,1000,30
10102,1004,-24
10102,1006,-23
10102,1011,-16
10102,1012,19
10102,1013,-7
10102,1014,-91
10103,1001,-47
10103,1002,75
10103,1003,0
10103,1004,93
10103,1007,-92
10103,1011,-32
10103,1012,83
10103,1013,-56
10104,1000,56
10104,1001,-72
10104,1003,15
10104,1005,-97
10104,1007,-84
10104,1009,-79
10104,1010,60
10104,1011,49
10104,1012,-25
10104,1013,38
10105,1002,-6
10105,1004,77
10105,1005,87
10105,1006,-33
10105,1010,-76
10105,1012,-20
10105,1013,40
10105,1014,-76
10106,1000,-17
10106,1002,-35
10106,1003,99
10106,1007,-4
10106,1008,-38
10106,1009,-81
10106,1010,56
10106,1011,66
10106,1013,61
10106,1014,-34
10107,1001,29
10107,1002,-61
10107,1004,25
10107,1005,19
10107,1006,62
10107,1008,30
10107,1009,59
10107,1010,-12
10107,1011,-92
10107,1013,56
10108,1003,41
10108,1005,-66
10108,1006,87
10108,1009,94
10108,1011,-59
10108,1014,13
10109,1001,-51
10109,1002,79
10109,1003,69
10109,1005,69
10109,1006,-100
10109,1007,1
10109,1008,-40
10109,1009,-76
10109,1010,-48
10109,1011,-7
10109,1013,93
10109,1014,17
10110,1000,-18
10110,1002,-93
10110,1006,97
10110,1007,-67
10110,1010,-19
10110,1011,-42
10110,1012,-21
10110,1014,91
10111,1003,76
10111,1004,-10
10111,1005,82
10111,1006,-73
10111,1008,90
10111,1009,-18
10111,1010,-5
10111,1011,54
10111,1013,23
10111,1014,-13
10112,1001,79
10112,1004,-67
10112,1007,34
10112,1008,81
10112,1010,87
10112,1012,-50
10112,1014,78
10113,1000,9
10113,1002,0
10113,1003,10
10113,1005,-74
10113,1007,-86
10113,1009,99
10113,1010,-93
10113,1011,-65
10113,1012,14
10113,1014,-45
10114,1002,33
10114,1003,79
10114,1004,-97
10114,1005,32
10114,1007,34
10114,1009,-19
10114,1010,97
10114,1011,40
10114,1012,13
10114,1013,-41
10114,1014,18
10115,1000,-98
10115,1001,23
10115,1002,13
10115,1004,-28
10115,1005,-10
10115,1007,-41
10115,1008,-66
10115,1009,-69
10115,1012,-5
10116,1000,-75
10116,1001,-4
10116,1003,-76
10116,1004,81
10116,1005,-38
10116,1006,-43
10116,1009,-59
10116,1010,-76
10116,1011,64
10117,1000,-40
10117,1001,-58
10117,1002,88
10117,1003,44
10117,1004,-36
10117,1010,47
10117,1011,-93
10118,1003,-68
10118,1004,88
10118,1005,-52
10118,1006,44
10118,1007,-56
10118,1008,48
10118,1009,-44
10118,1010,50
10118,1011,28
10118,1012,-59
10118,1014,55
10119,1001,-28
10119,1003,24
10119,1005,73
10119,1006,59
10119,1008,76
10119,1013,-30
10120,1002,-94
10120,1004,-87
10120,1005,47
10120,1007,-81
10120,1008,-69
10120,1009,-37
10120,1011,-44
10120,1013,21
10120,1014,-89
10121,1000,-89
10121,1003,-20
10121,1005,65
10121,1006,87
10121,1007,78
10121,1008,33
10121,1009,81
10121,1011,20
10121,1013,-19
10121,1014,30
10122,1002,-32
10122,1004,-75
10122,1005,-54
10122,1006,82
10122,1007,25
10122,1008,5
10122,1009,-21
10122,1013,33
10123,1000,41
10123,1001,-98
10123,1003,-42
10123,1004,66
10123,1006,68
10123,1007,8
10123,1008,-70
10123,1011,-63
10123,1013,91
10124,1000,81
10124,1003,-87
10124,1004,-9
10124,1006,-71
10124,1007,-96
10124,1008,-54
10124,1009,-65
10124,1011,-60
10124,1013,82
10124,1014,99
10125,1000,-56
10125,1001,89
10125,1002,64
10125,1003,-85
10125,1004,82
10125,1005,21
10125,1007,-26
10125,1008,-14
10125,1009,-88
10125,1011,-54
10125,1012,68
10125,1014,-99
10126,1005,-89
10126,1006,77
10126,1007,-92
10126,1008,27
10126,1009,-26
10126,1011,78
10126,1012,100
10126,1014,5
10127,1000,-16
10127,1001,-70
10127,1002,40
10127,1004,-39
10127,1008,84
10127,1011,-12
10127,1013,-23
10127,1014,9
10128,1001,55
10128,1002,57
10128,1004,-32
10128,1005,41
10128,1006,-19
10128,1008,6
10128,1009,78
10128,1011,-48
10128,1014,-77
10129,1000,-54
10129,1002,-30
10129,1003,99
10129,1004,86
10129,1005,73
10129,1007,24
10129,1008,76
10129,1010,-76
10129,1011,-92
10130,1001,-44
10130,1002,61
10130,1003,-34
10130,1005,-35
10130,1008,3
10130,1010,58
10130,1011,38
10130,1012,63
10130,1013,68
10130,1014,-21
10131,1000,-93
10131,1001,-21
10131,1003,83
10131,1006,94
10131,1007,72
10131,1009,99
10131,1011,78
10131,1012,88
10131,1013,68
10132,1000,4
10132,1002,8
10132,1003,91
10132,1004,-41
10132,1005,14
10132,1006,8
10132,1007,-61
10132,1008,78
10132,1009,-63
10132,1010,34
10132,1012,56
10132,1013,42
10132,1014,74
10133,1000,-76
10133,1002,60
10133,1003,66
10133,1005,-5
10133,1007,-6
10133,1008,70
10133,1011,34
10134,1001,42
10134,1002,-31
10134,1003,-42
10134,1004,-49
10134,1005,84
10134,1006,-61
10134,1009,18
10134,1010,-58
10134,1012,-15
10134,1013,16
10135,1000,48
10135,1001,67
10135,1002,62
10135,1003,-92
10135,1004,9
10135,1005,5
10135,1006,-87
10135,1007,17
10135,1009,-38
10135,1010,-32
10135,1012,-97
10135,1013,-41
10136,1002,-2
10136,1005,-37
10136,1006,74
10136,1007,55
10136,1008,-94
10136,1010,98
10136,1011,-41
10136,1014,-69
10137,1000,-32
10137,1001,-1
10137,1002,-99
10137,1003,100
10137,1004,-29
10137,1006,78
10137,1007,41
10137,1008,48
10137,1009,21
10137,1011,96
10137,1012,-5
10137,1014,-25
10138,1000,25
10138,1002,-87
10138,1004,-79
10138,1005,-90
10138,1006,-71
10138,1007,-32
10138,1010,90
10138,1012,71
10138,1014,43
10139,1005,-75
10139,1006,61
10139,1007,61
10139,1009,14
10139,1010,5
10139,1011,83
10139,1012,74
10139,1013,-38
10139,1014,50
10140,1001,10
10140,1004,-26
10140,1005,83
10140,1006,7
10140,1007,1
10140,1009,65
10140,1010,66
10140,1013,-92
10141,1000,11
10141,1001,42
10141,1003,-80
10141,1006,-44
10141,1007,54
10141,1008,-55
10141,1010,-18
10141,1013,34
10142,1001,-59
10142,1003,-12
10142,1006,29
10142,1008,-84
10142,1009,-24
10142,1010,-28
10142,1012,-59
10142,1014,53
10143,1000,-14
10143,1001,-70
10143,1002,21
10143,1003,39
10143,1004,-34
10143,1008,50
10143,1009,42
10143,1010,54
10143,1011,-100
10143,1012,59
10143,1013,-49
10144,1001,-90
10144,1003,-84
10144,1004,82
10144,1005,-75
10144,1007,98
10144,1008,-54
10144,1010,-14
10144,1011,13
10144,1012,-62
10145,1000,9
10145,1005,-84
10145,1007,99
10145,1010,8
10145,1012,19
10145,1013,46
10145,1014,15
10146,1002,11
10146,1004,-58
10146,1007,-95
10146,1008,85
10146,1009,-82
10146,1010,-55
10146,1013,85
10146,1014,-90
10147,1000,25
10147,1002,-52
10147,1003,26
10147,1005,-79
10147,1008,67
10147,1010,-55
10147,1011,91
10147,1014,54
10148,1001,93
10148,1002,-35
10148,1007,-3
10148,1008,64
10148,1009,45
10148,1010,67
10148,1012,-28
10148,1013,-27
10148,1014,100
10149,1002,29
10149,1004,5
10149,1007,-25
10150,1000,-78
10150,1001,-80
10150,1003,96
10150,1004,-71
10150,1005,38
10150,1006,88
10150,1007,-35
10150,1008,89
10150,1010,-67
10150,1011,-76
10150,1012,-36
10151,1004,-92
10151,1010,-32
10151,1012,-65
10151,1013,-68
10151,1014,-27
10152,1000,-33
10152,1002,17
10152,1003,90
10152,1004,-15
10152,1006,-8
10152,1007,-8
10152,1010,94
10152,1014,-86
10153,1001,-92
10153,1002,-26
10153,1003,-91
10153,1004,-34
10153,1005,-81
10153,1006,75
10153,1007,-94
10153,1008,57
10153,1009,9
10153,1010,31
10153,1011,26
10153,1012,-26
10153,1014,-47
10154,1000,29
10154,1001,-46
10154,1002,-11
10154,1004,25
10154,1008,-33
10154,1009,-76
10154,1012,-74
10154,1013,-26
10155,1000,14
10155,1001,79
10155,1004,-98
10155,1006,36
10155,1008,-22
10155,1010,75
10156,1000,64
10156,1002,66
10156,1004,39
10156,1005,87
10156,1006,-91
10156,1007,-87
10156,1008,-27
10156,1009,60
10156,1010,32
10156,1011,2
10156,1012,74
10156,1013,-83
10156,1014,-69
10157,1001,-33
10157,1002,-40
10157,1004,-41
10157,1005,37
10157,1006,63
10157,1007,13
10157,1008,-90
10157,1010,86
10157,1012,-47
10157,1013,-31
10158,1000,40
10158,1001,22
10158,1002,78
10158,1005,35
10158,1006,80
10158,1007,-97
10158,1008,-26
10158,1009,-57
10158,1012,-78
10158,1014,37
10159,1000,-91
10159,1002,27
10159,1003,67
10159,1004,-79
10159,1005,13
10159,1010,19
10159,1011,-18
10159,1013,-66
10160,1002,2
10160,1006,-71
10160,1008,-69
10160,1009,5
10160,1010,-88
10160,1012,54
10160,1014,47
10161,1000,50
10161,1001,28
10161,1005,-43
10161,1006,70
10161,1008,-21
10161,1009,12
10161,1010,-47
10161,1011,-76
10161,1012,-98
10161,1014,-94
10162,1000,-100
10162,1002,-47
10162,1004,-43
10162,1005,20
10162,1007,-58
10162,1009,-51
10162,1011,10
10162,1013,34
10163,1001,-56
10163,1002,-60
10163,1004,-47
10163,1005,69
10163,1006,-99
10163,1007,16
10163,1009,-89
10163,1014,92
10164,1002,78
10164,1003,48
10164,1004,-55
10164,1008,-10
10164,1009,-62
10164,1012,99
10164,1014,66
10165,1000,20
10165,1002,-46
10165,1003,-88
10165,1004,-80
10165,1006,42
10165,1007,29
10165,1008,-30
10165,1012,-95
10165,1014,-21
10166,1002,-15
10166,1003,-90
10166,1006,38
10166,1008,-33
10166,1010,-4
10166,1011,99
10166,1012,66
10166,1014,48
10167,1002,-70
10167,1004,93
10167,1005,-72
10167,1009,-70
10167,1010,-59
10167,1011,-44
10168,1002,-83
10168,1003,-11
10168,1004,99
10168,1006,-48
10168,1007,-13
10168,1011,88
10168,1012,-16
10168,1013,77
10169,1002,-97
10169,1003,-50
10169,1004,-58
10169,1005,-65
10169,1007,57
10169,1008,87
10169,1011,21
10169,1012,-46
10169,1013,7
10169,1014,-42
10170,1000,-71
10170,1001,70
10170,1002,-47
10170,1003,-96
10170,1004,72
10170,1005,-36
10170,1006,-80
10170,1008,-5
10170,1010,30
10170,1012,-71
10170,1013,16
10170,1014,-76
10171,1000,54
10171,1001,-76
10171,1002,-51
10171,1005,19
10171,1007,9
10171,1009,-10
10171,1010,78
10171,1011,49
10171,1012,78
10171,1014,-19
10172,1000,49
10172,1001,-33
10172,1003,40
10172,1004,97
10172,1005,22
10172,1008,-51
10172,1009,100
10172,1010,-48
10172,1012,11
10172,1013,94
10172,1014,-90
10173,1000,13
10173,1001,-82
10173,1004,25
10173,1005,30
10173,1007,-60
10173,1008,-81
10173,1009,32
10173,1012,88
10173,1014,-15
10174,1000,-4
10174,1002,-3
10174,1003,32
10174,1004,-5
10174,1005,93
10174,1009,76
10174,1012,-48
10175,1000,86
10175,1001,54
10175,1002,-40
10175,1005,-12
10175,1006,54
10175,1007,-94
10175,1009,34
10175,1010,-27
10175,1011,98
10175,1012,26
10176,1001,-55
10176,1002,19
10176,1003,25
10176,1004,-4
10176,1008,-22
10176,1009,14
10176,1010,91
10176,1011,52
10176,1013,-10
10177,1000,1
10177,1001,90
10177,1002,-67
10177,1005,-39
10177,1007,45
10177,1009,-77
10177,1010,-98
10177,1011,-54
10178,1000,46
10178,1001,-65
10178,1004,-30
10178,1007,8
10178,1009,-35
10178,1011,21
10178,1013,-99
10179,1003,97
10179,1004,-35
10179,1006,-4
10179,1007,90
10179,1008,-19
10179,1009,25
10179,1010,38
10179,1014,29
10180,1000,7
10180,1001,37
10180,1002,55
10180,1003,14
10180,1004,71
10180,1006,-56
10180,1007,3
10180,1009,55
10180,1010,30
10180,1012,-6
10180,1013,-76
10180,1014,40
10181,1000,-75
10181,1001,-50
10181,1002,1
10181,1003,-59
10181,1005,-77
10181,1008,67
10182,1001,13
10182,1002,-9
10182,1003,83
10182,1004,-84
10182,1005,-21
